Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
50,Female,White,Some College,Self-Employed,Education,Married,29,0,0,USA,0
27,Female,White,Associate,Private,Tech,Married,21,0,0,USA,1
41,Female,White,Master's,Private,Tech,Single,47,0,0,USA,1
42,Female,White,HS Grad,Self-Employed,Blue Collar,Single,54,775,0,USA,0
42,Male,White,Bachelor's,Private,Tech,Married,51,0,0,Mexico,1
29,Other,Black,Some College,Private,Healthcare,Married,35,0,0,USA,1
34,Female,Asian,No HS,Private,Blue Collar,Married,35,0,2461,India,0
41,Male,White,HS Grad,Government,Healthcare,Married,29,736,0,UK,1
31,Female,Asian,Associate,Private,Tech,Widowed,39,0,0,USA,0
43,Male,White,Bachelor's,Private,Clerical,Married,45,0,713,USA,1
32,Male,White,No HS,Government,Tech,Single,37,0,1888,USA,1
52,Male,Asian,HS Grad,Private,Management,Single,40,0,0,USA,0
58,Male,White,Some College,Private,Education,Single,31,0,1033,USA,1
36,Female,Black,PhD,Private,Education,Married,47,0,0,USA,1
51,Female,Hispanic,Associate,Private,Sales,Divorced,59,0,0,USA,1
37,Male,Hispanic,Some College,Private,Healthcare,Single,30,0,0,USA,0
28,Male,White,HS Grad,Private,Tech,Single,43,0,0,USA,0
34,Female,White,HS Grad,Self-Employed,Tech,Widowed,34,0,1182,USA,0
41,Female,White,No HS,Private,Healthcare,Single,20,0,0,USA,0
18,Male,White,PhD,Private,Management,Widowed,28,0,0,Canada,1
47,Male,White,PhD,Private,Education,Married,54,0,0,USA,1
41,Male,Hispanic,No HS,Private,Education,Single,38,0,149,USA,1
52,Male,White,HS Grad,Private,Healthcare,Single,19,0,0,USA,0
47,Male,Black,No HS,Private,Management,Single,42,0,0,USA,0
41,Female,Black,Some College,Private,Tech,Married,29,16212,0,USA,1
35,Other,Black,Master's,Government,Sales,Divorced,44,0,0,USA,1
58,Female,Asian,Bachelor's,Private,Education,Single,44,0,0,USA,1
66,Female,White,Associate,Government,Blue Collar,Single,60,0,0,USA,1
35,Female,Black,PhD,Private,Education,Married,45,3751,243,USA,1
52,Male,Black,Associate,Private,Clerical,Married,48,0,0,USA,0
31,Female,Black,HS Grad,Private,Management,Married,33,0,452,Canada,0
32,Female,White,Bachelor's,Government,Sales,Married,46,0,0,USA,1
35,Female,White,Some College,Private,Blue Collar,Single,33,0,0,USA,0
48,Other,Hispanic,Some College,Private,Sales,Married,57,0,0,USA,1
27,Male,Black,Bachelor's,Government,Healthcare,Single,12,0,0,USA,1
58,Male,White,Some College,Government,Healthcare,Divorced,46,0,0,USA,1
51,Male,White,Some College,Private,Management,Single,46,0,0,USA,0
47,Male,Black,Master's,Unemployed,Education,Married,0,0,0,USA,0
36,Male,White,No HS,Private,Management,Married,38,0,1655,USA,1
49,Male,White,Associate,Government,Education,Single,51,0,0,USA,1
18,Female,White,Bachelor's,Government,Healthcare,Single,41,0,221,Mexico,0
45,Male,Black,No HS,Private,Management,Married,35,0,0,USA,1
41,Male,White,HS Grad,Private,Sales,Single,34,0,0,USA,1
18,Male,Hispanic,HS Grad,Private,Healthcare,Single,49,0,0,USA,0
44,Male,White,Bachelor's,Private,Management,Single,26,965,0,USA,1
47,Female,White,Associate,Unemployed,Healthcare,Married,0,0,0,India,0
18,Female,Hispanic,HS Grad,Private,Healthcare,Single,39,0,0,USA,0
25,Female,White,Master's,Private,Management,Single,39,0,0,USA,1
64,Other,White,HS Grad,Private,Clerical,Married,36,0,0,Other,0
37,Male,White,Associate,Private,Management,Single,30,511,0,USA,0
51,Female,White,Some College,Government,Sales,Married,35,4694,0,India,1
53,Male,Black,No HS,Private,Management,Married,26,0,1347,Canada,0
44,Male,White,Bachelor's,Private,Management,Widowed,45,0,116,India,1
52,Female,White,Some College,Private,Education,Married,44,742,0,USA,1
18,Female,White,Some College,Private,Blue Collar,Single,36,0,0,USA,1
37,Female,White,HS Grad,Private,Clerical,Married,39,0,0,Mexico,1
18,Male,Black,Bachelor's,Private,Blue Collar,Single,50,0,0,USA,1
19,Male,White,HS Grad,Private,Sales,Married,40,0,0,Other,0
33,Female,White,HS Grad,Private,Education,Married,31,0,0,USA,0
32,Female,Hispanic,Some College,Private,Blue Collar,Married,54,0,85,USA,1
40,Male,White,HS Grad,Private,Tech,Married,35,0,970,Canada,1
39,Female,White,HS Grad,Private,Healthcare,Single,33,0,0,Canada,0
41,Female,Other,Some College,Private,Education,Single,34,0,0,China,0
42,Male,Black,Master's,Private,Education,Single,35,0,707,Canada,0
43,Male,White,Bachelor's,Private,Sales,Married,47,1016,0,USA,1
28,Male,White,HS Grad,Government,Sales,Single,32,1846,0,Mexico,0
31,Female,Asian,Some College,Private,Education,Married,43,0,0,China,1
39,Male,White,Bachelor's,Private,Sales,Divorced,38,0,0,USA,1
39,Male,White,HS Grad,Government,Healthcare,Single,52,0,0,USA,1
27,Female,White,No HS,Private,Tech,Married,35,0,0,Germany,0
52,Male,White,Bachelor's,Private,Education,Married,47,8554,0,USA,1
48,Male,White,HS Grad,Private,Tech,Married,60,0,0,Mexico,1
29,Male,Black,Some College,Private,Management,Married,47,0,0,USA,0
37,Female,White,HS Grad,Self-Employed,Education,Married,22,4684,0,USA,1
64,Male,Black,No HS,Government,Education,Single,39,0,0,USA,0
41,Male,Asian,Some College,Private,Blue Collar,Single,38,0,0,USA,1
44,Male,White,Some College,Government,Tech,Married,58,0,371,USA,1
32,Male,Asian,Associate,Private,Blue Collar,Married,35,0,0,Canada,1
36,Male,Hispanic,Bachelor's,Private,Blue Collar,Single,48,0,0,USA,1
58,Other,White,HS Grad,Self-Employed,Education,Single,21,0,0,USA,0
41,Female,White,HS Grad,Government,Healthcare,Single,35,0,0,China,0
39,Male,White,Master's,Self-Employed,Tech,Married,40,0,0,USA,0
40,Male,White,Some College,Government,Tech,Divorced,41,956,0,India,1
70,Male,White,Master's,Government,Blue Collar,Divorced,33,0,0,India,1
40,Female,White,Some College,Private,Education,Widowed,50,0,0,USA,1
30,Male,White,Some College,Private,Blue Collar,Married,48,0,1927,Other,1
32,Female,Black,Associate,Government,Healthcare,Married,19,4357,0,USA,1
49,Female,White,No HS,Government,Management,Married,21,0,0,USA,1
22,Female,White,Some College,Government,Tech,Divorced,38,0,0,USA,0
45,Male,Black,Some College,Private,Blue Collar,Married,41,0,195,India,1
31,Female,Asian,No HS,Unemployed,Tech,Single,0,0,0,USA,0
18,Female,White,Some College,Private,Tech,Married,60,0,0,USA,0
28,Male,Asian,Some College,Private,Clerical,Single,43,0,1293,China,1
40,Male,Other,No HS,Unemployed,Clerical,Married,0,1319,0,USA,0
56,Male,Hispanic,No HS,Government,Management,Married,30,0,0,USA,1
50,Female,White,Some College,Private,Clerical,Single,40,0,0,Mexico,1
36,Male,White,HS Grad,Private,Sales,Single,39,0,0,USA,0
51,Male,Asian,Some College,Private,Blue Collar,Married,59,0,0,USA,1
35,Male,White,No HS,Private,Management,Single,28,0,0,UK,1
22,Female,Asian,HS Grad,Private,Blue Collar,Married,31,0,0,USA,0
40,Female,White,HS Grad,Self-Employed,Tech,Divorced,24,0,2465,USA,1
21,Male,Hispanic,No HS,Private,Sales,Single,30,0,0,USA,0
49,Female,White,Bachelor's,Government,Management,Single,44,0,0,USA,1
49,Female,Black,Master's,Private,Education,Married,47,0,0,USA,1
29,Female,Black,Some College,Government,Management,Divorced,42,0,0,Canada,1
41,Male,Black,Bachelor's,Private,Education,Married,29,0,0,USA,1
41,Male,Black,HS Grad,Private,Blue Collar,Single,42,0,0,USA,1
50,Female,White,Some College,Government,Education,Married,39,0,0,USA,1
25,Male,White,HS Grad,Private,Clerical,Single,50,0,417,USA,0
47,Male,White,PhD,Private,Tech,Divorced,52,0,0,USA,1
24,Male,White,No HS,Private,Sales,Single,37,0,0,USA,1
49,Female,White,Some College,Private,Sales,Single,47,0,179,Germany,1
52,Female,White,HS Grad,Private,Tech,Widowed,31,9383,0,Mexico,1
31,Female,White,No HS,Government,Clerical,Single,22,0,0,USA,0
54,Male,Black,Associate,Private,Management,Divorced,52,12949,416,USA,1
21,Female,Black,No HS,Self-Employed,Healthcare,Married,60,0,406,Germany,0
53,Male,White,No HS,Private,Healthcare,Married,45,0,1137,USA,0
57,Male,White,Master's,Private,Clerical,Divorced,21,0,0,USA,1
44,Male,White,HS Grad,Private,Healthcare,Married,36,0,0,USA,1
37,Female,White,Bachelor's,Private,Management,Married,45,0,0,USA,1
43,Female,Other,Master's,Private,Education,Single,35,0,0,India,1
32,Male,White,Bachelor's,Private,Tech,Divorced,41,641,0,USA,1
70,Male,Hispanic,HS Grad,Private,Healthcare,Single,28,5238,0,USA,0
32,Male,White,HS Grad,Private,Education,Married,49,0,0,USA,1
55,Female,Other,HS Grad,Self-Employed,Tech,Married,52,0,0,USA,1
31,Female,Black,Associate,Private,Tech,Single,46,0,0,USA,0
59,Male,White,HS Grad,Self-Employed,Blue Collar,Married,35,2663,0,Germany,1
64,Male,White,No HS,Private,Management,Widowed,54,1684,0,USA,0
44,Female,White,Some College,Private,Management,Single,17,0,0,USA,0
43,Female,White,Some College,Private,Sales,Married,49,0,0,India,1
28,Other,White,Some College,Private,Tech,Single,43,0,131,USA,1
27,Female,Other,Some College,Private,Management,Single,33,2061,0,Canada,0
43,Female,White,Some College,Self-Employed,Tech,Single,37,0,0,USA,0
57,Male,Other,HS Grad,Private,Healthcare,Married,27,0,0,Other,1
33,Female,Black,Master's,Private,Management,Single,46,0,0,USA,1
66,Female,Black,Bachelor's,Private,Sales,Married,53,0,632,USA,1
32,Male,White,Some College,Private,Sales,Single,47,1592,304,USA,0
42,Female,White,No HS,Private,Education,Single,45,12805,662,Other,1
42,Female,White,Bachelor's,Private,Sales,Married,51,0,1643,USA,1
38,Male,White,Associate,Unemployed,Sales,Married,0,167,316,China,0
18,Male,White,No HS,Private,Clerical,Widowed,57,9849,204,USA,1
32,Male,Asian,Associate,Private,Healthcare,Single,40,752,0,USA,0
42,Male,White,Some College,Private,Sales,Married,48,0,147,Other,1
38,Male,Black,HS Grad,Private,Education,Married,47,2491,0,USA,0
47,Male,White,Associate,Private,Blue Collar,Married,35,0,0,USA,1
49,Female,Asian,Some College,Private,Education,Single,21,0,0,UK,0
37,Male,White,Master's,Private,Management,Married,32,2673,0,Germany,1
28,Male,White,No HS,Government,Education,Single,50,0,0,Mexico,0
58,Female,White,Master's,Unemployed,Clerical,Married,0,0,0,USA,0
23,Male,White,No HS,Private,Sales,Married,46,0,0,Mexico,0
32,Male,White,No HS,Private,Management,Married,43,0,987,USA,0
29,Male,Asian,Some College,Private,Education,Married,49,2641,3137,USA,0
48,Female,White,Associate,Self-Employed,Education,Widowed,41,0,0,China,1
55,Other,White,HS Grad,Private,Blue Collar,Married,53,0,0,USA,0
37,Female,White,Bachelor's,Government,Blue Collar,Married,54,0,0,UK,1
42,Female,White,Bachelor's,Government,Education,Widowed,28,0,345,USA,1
45,Male,Black,HS Grad,Private,Healthcare,Single,50,0,373,USA,1
61,Female,White,Some College,Private,Clerical,Single,48,0,0,USA,1
18,Male,White,Bachelor's,Government,Tech,Single,36,0,0,USA,1
48,Female,White,Bachelor's,Private,Blue Collar,Single,27,1837,1725,USA,1
44,Male,White,Bachelor's,Self-Employed,Tech,Married,50,0,0,USA,1
35,Female,Asian,HS Grad,Private,Education,Single,46,0,0,USA,0
43,Male,White,Bachelor's,Private,Education,Single,42,0,0,USA,1
48,Other,White,Associate,Private,Education,Single,53,0,0,USA,1
46,Female,White,Some College,Private,Education,Married,45,0,0,USA,1
65,Male,White,Master's,Government,Healthcare,Single,35,0,0,Mexico,1
41,Female,White,Some College,Private,Blue Collar,Married,35,12,0,USA,1
40,Female,Hispanic,Bachelor's,Self-Employed,Management,Single,42,0,0,USA,1
37,Male,Asian,Bachelor's,Private,Education,Married,33,0,3254,USA,1
46,Female,White,No HS,Private,Education,Married,37,0,0,USA,0
39,Female,White,HS Grad,Government,Sales,Married,40,0,0,Germany,1
40,Male,Black,Associate,Self-Employed,Blue Collar,Divorced,45,0,919,USA,0
40,Male,White,Some College,Private,Tech,Single,34,0,0,China,0
38,Female,Black,Master's,Private,Management,Single,25,0,0,USA,1
32,Male,Black,Some College,Private,Education,Married,43,0,0,USA,1
45,Male,White,Master's,Self-Employed,Blue Collar,Married,31,0,0,USA,1
36,Male,Asian,HS Grad,Private,Sales,Single,32,0,0,USA,0
47,Female,White,Bachelor's,Private,Tech,Married,35,0,579,USA,1
41,Female,White,Some College,Private,Healthcare,Single,44,0,0,USA,0
35,Female,White,HS Grad,Private,Sales,Single,32,1273,229,USA,1
58,Male,White,Some College,Private,Tech,Single,38,0,0,USA,0
38,Female,White,Master's,Unemployed,Healthcare,Single,0,6380,0,UK,1
47,Female,Asian,Master's,Unemployed,Management,Married,0,0,2096,Canada,0
31,Female,White,No HS,Government,Education,Married,28,0,0,USA,0
18,Female,Black,Some College,Private,Management,Widowed,43,0,0,China,1
33,Female,Hispanic,Bachelor's,Private,Education,Single,38,5310,0,Other,1
18,Female,Black,No HS,Private,Education,Single,40,0,0,USA,1
37,Female,White,Master's,Self-Employed,Healthcare,Married,37,0,0,USA,1
57,Female,White,Some College,Private,Clerical,Divorced,37,0,0,USA,1
29,Male,White,HS Grad,Private,Management,Married,13,975,0,Germany,0
18,Male,White,Some College,Private,Blue Collar,Single,35,0,0,USA,0
58,Female,Other,Bachelor's,Private,Education,Single,34,0,0,Mexico,1
34,Female,White,PhD,Private,Education,Single,51,0,0,USA,1
39,Male,White,HS Grad,Private,Healthcare,Single,42,390,0,USA,1
49,Other,White,Associate,Private,Healthcare,Married,41,0,584,UK,1
46,Female,Asian,Master's,Private,Management,Married,52,0,0,Other,1
49,Female,White,Bachelor's,Private,Blue Collar,Single,47,0,0,USA,0
50,Female,White,Some College,Private,Sales,Married,32,0,0,USA,1
19,Male,White,Bachelor's,Government,Management,Single,60,0,0,Canada,1
23,Female,White,HS Grad,Private,Tech,Divorced,40,0,0,USA,1
54,Female,Hispanic,Associate,Private,Healthcare,Married,31,0,0,India,1
30,Male,Hispanic,Some College,Private,Education,Single,37,0,0,USA,1
31,Female,Black,Bachelor's,Private,Management,Married,26,0,2465,USA,1
24,Female,White,HS Grad,Private,Management,Married,46,0,0,Canada,1
35,Other,Other,Associate,Private,Healthcare,Married,43,0,0,UK,1
35,Female,White,Associate,Private,Sales,Married,42,5794,0,USA,1
28,Female,White,No HS,Private,Clerical,Single,60,0,0,USA,0
27,Male,White,Some College,Unemployed,Tech,Married,0,0,0,Canada,0
43,Female,White,HS Grad,Private,Education,Divorced,44,0,0,USA,1
30,Male,Black,PhD,Self-Employed,Management,Single,34,0,0,UK,1
32,Female,Hispanic,PhD,Private,Tech,Widowed,29,4225,0,UK,1
18,Male,White,HS Grad,Private,Healthcare,Single,32,0,0,Mexico,0
63,Female,Black,Bachelor's,Government,Education,Widowed,54,0,0,Canada,1
51,Male,White,Bachelor's,Private,Healthcare,Single,45,0,0,USA,0
34,Female,White,Master's,Government,Management,Married,33,0,0,USA,1
29,Female,White,HS Grad,Private,Clerical,Divorced,46,0,0,USA,1
40,Male,White,Associate,Private,Clerical,Single,36,0,1908,USA,0
39,Male,Black,HS Grad,Private,Healthcare,Married,47,0,108,USA,1
24,Male,Black,Associate,Government,Management,Single,38,2774,0,USA,1
18,Female,Asian,Bachelor's,Government,Blue Collar,Married,29,0,3075,USA,1
33,Male,Black,No HS,Private,Healthcare,Single,32,0,0,Other,0
21,Female,Black,Associate,Private,Education,Married,47,3004,0,USA,0
42,Male,White,Some College,Unemployed,Education,Divorced,0,0,0,USA,0
42,Male,White,HS Grad,Private,Sales,Single,51,0,0,USA,0
28,Female,White,HS Grad,Government,Blue Collar,Married,45,0,0,Mexico,1
33,Female,White,Some College,Private,Healthcare,Married,39,0,573,USA,0
61,Female,White,Bachelor's,Government,Blue Collar,Married,50,0,0,USA,1
49,Male,White,Associate,Private,Clerical,Single,46,0,0,USA,1
34,Female,Asian,No HS,Private,Tech,Single,46,0,0,USA,1
67,Female,Asian,HS Grad,Private,Education,Single,24,0,0,China,1
25,Female,White,Bachelor's,Private,Management,Married,25,0,0,USA,1
30,Male,White,Associate,Private,Education,Married,48,315,0,USA,0
38,Female,White,No HS,Private,Tech,Single,34,0,0,Canada,0
21,Male,White,Some College,Private,Tech,Single,42,0,0,USA,0
61,Male,Asian,HS Grad,Government,Sales,Married,46,0,594,Mexico,1
42,Male,Hispanic,Master's,Private,Clerical,Single,55,0,434,USA,1
30,Other,White,HS Grad,Private,Education,Married,40,0,0,USA,0
45,Male,White,No HS,Private,Clerical,Single,50,0,0,USA,0
41,Female,Hispanic,Associate,Private,Management,Widowed,37,0,0,Mexico,0
36,Female,White,Bachelor's,Private,Management,Single,44,0,0,Mexico,0
25,Female,Other,HS Grad,Private,Management,Single,51,0,1016,Other,0
22,Male,White,Some College,Private,Healthcare,Single,35,0,685,USA,0
66,Male,White,Some College,Private,Education,Divorced,18,0,67,USA,0
23,Male,Hispanic,Bachelor's,Private,Education,Married,47,3297,0,USA,0
60,Female,Black,HS Grad,Self-Employed,Blue Collar,Single,31,0,0,USA,0
29,Female,Hispanic,No HS,Private,Education,Divorced,16,0,0,USA,0
49,Male,White,Some College,Private,Clerical,Single,27,8842,0,USA,1
45,Female,Other,Master's,Private,Blue Collar,Single,30,0,1500,USA,1
47,Female,Other,Some College,Private,Blue Collar,Single,35,0,0,China,1
48,Male,White,Some College,Private,Tech,Married,47,0,0,USA,1
20,Male,Black,Bachelor's,Government,Clerical,Married,39,0,1045,Mexico,1
31,Male,White,Some College,Private,Education,Married,22,0,0,USA,1
23,Female,Hispanic,Associate,Government,Tech,Single,31,2074,1558,USA,1
42,Female,Other,Bachelor's,Self-Employed,Healthcare,Married,43,0,0,USA,0
24,Female,Asian,Some College,Government,Healthcare,Single,43,1564,0,USA,1
18,Female,Other,HS Grad,Private,Clerical,Single,29,0,0,Germany,0
37,Female,Hispanic,No HS,Self-Employed,Healthcare,Married,50,0,0,USA,0
18,Male,White,Bachelor's,Private,Tech,Single,36,0,0,China,1
43,Male,Black,Associate,Private,Tech,Married,34,0,0,UK,0
24,Male,White,Some College,Private,Healthcare,Married,42,0,686,USA,1
29,Male,Hispanic,Master's,Private,Tech,Married,51,0,0,USA,1
18,Female,White,Associate,Private,Healthcare,Single,57,0,0,USA,0
59,Male,White,No HS,Private,Healthcare,Married,24,0,0,Other,0
22,Female,White,Some College,Private,Sales,Single,37,0,0,USA,1
35,Male,White,HS Grad,Government,Blue Collar,Married,39,0,0,Canada,1
18,Female,Black,Associate,Private,Healthcare,Married,54,0,0,USA,1
29,Other,Hispanic,HS Grad,Private,Management,Single,45,0,0,USA,1
61,Female,Asian,Associate,Private,Management,Single,47,0,0,USA,1
43,Male,Black,Bachelor's,Private,Healthcare,Married,52,0,1331,Other,1
31,Male,White,No HS,Government,Healthcare,Married,40,0,0,USA,0
39,Female,Black,HS Grad,Private,Healthcare,Single,41,1610,0,China,1
33,Male,White,Associate,Private,Education,Married,60,0,0,USA,1
38,Female,White,Associate,Private,Tech,Married,48,0,0,USA,1
48,Male,Asian,Some College,Private,Management,Single,34,5947,0,Canada,1
36,Male,White,HS Grad,Private,Blue Collar,Single,41,0,261,China,0
42,Male,White,HS Grad,Self-Employed,Clerical,Married,41,0,866,Mexico,0
42,Female,White,Master's,Self-Employed,Blue Collar,Single,27,0,0,USA,1
36,Male,Hispanic,Bachelor's,Unemployed,Education,Widowed,0,0,0,China,0
31,Female,Asian,Master's,Private,Tech,Single,45,0,0,USA,1
33,Male,Black,Some College,Private,Clerical,Married,31,0,0,UK,1
48,Other,Black,Some College,Private,Education,Single,44,0,0,Canada,1
49,Female,White,HS Grad,Private,Sales,Married,22,0,0,USA,1
26,Male,Black,Some College,Private,Sales,Married,29,0,0,Canada,0
36,Male,Hispanic,Bachelor's,Private,Tech,Single,32,0,0,USA,1
